Entity,Day,"People vaccinated (cumulative, per hundred)"
Montenegro,2022-05-23,47.34906
Montenegro,2022-05-24,47.349224
Montenegro,2022-05-25,47.354755
Montenegro,2022-05-26,47.35817
Montenegro,2022-05-27,47.361263
Montenegro,2022-05-28,47.365494
Montenegro,2022-05-29,47.36647
Montenegro,2022-05-30,47.36647
Montenegro,2022-05-31,47.36842
Montenegro,2022-06-01,47.37249
Montenegro,2022-06-02,47.376556
Montenegro,2022-06-03,47.378998
Montenegro,2022-06-04,47.381924
Montenegro,2022-06-05,47.38274
Montenegro,2022-06-06,47.3829
Montenegro,2022-06-07,47.385666
Montenegro,2022-06-09,47.392986
Montenegro,2022-06-10,47.395103
Montenegro,2022-06-11,47.398033
Montenegro,2022-06-12,47.398193
Montenegro,2022-06-13,47.39868
Montenegro,2022-06-14,47.402588
Montenegro,2022-06-15,47.404053
Montenegro,2022-06-16,47.40893
Montenegro,2022-06-17,47.410233
Montenegro,2022-06-18,47.413815
Montenegro,2022-06-19,47.413975
Montenegro,2022-06-20,47.4143
Montenegro,2022-06-21,47.416904
Montenegro,2022-06-22,47.419834
Montenegro,2022-06-23,47.421295
Montenegro,2022-06-24,47.42276
Montenegro,2022-06-25,47.42439
Montenegro,2022-06-26,47.424713
Montenegro,2022-06-27,47.424713
Montenegro,2022-06-28,47.425365
Montenegro,2022-06-29,47.428944
Montenegro,2022-06-30,47.43252
Montenegro,2022-07-02,47.436428
Montenegro,2022-07-03,47.436752
Montenegro,2022-07-05,47.438705
Montenegro,2022-07-07,47.444725
Montenegro,2022-07-09,47.449932
Montenegro,2022-07-11,47.455135
Montenegro,2022-07-12,47.459206
Montenegro,2022-07-13,47.46262
Montenegro,2022-07-14,47.463272
Montenegro,2022-07-15,47.46376
Montenegro,2022-07-16,47.46929
Montenegro,2022-07-18,47.470917
Montenegro,2022-07-19,47.474823
Montenegro,2022-07-21,47.48052
Montenegro,2022-07-22,47.48914
Montenegro,2022-07-23,47.4976
Montenegro,2022-07-24,47.498737
Montenegro,2022-07-26,47.505573
Montenegro,2022-07-28,47.511593
Montenegro,2022-07-29,47.516636
Montenegro,2022-07-30,47.525097
Montenegro,2022-07-31,47.527374
Montenegro,2022-08-01,47.527374
Montenegro,2022-08-02,47.53144
Montenegro,2022-08-03,47.537136
Montenegro,2022-08-04,47.544945
Montenegro,2022-08-05,47.55015
Montenegro,2022-08-06,47.560074
Montenegro,2022-08-07,47.56105
Montenegro,2022-08-08,47.56105
Montenegro,2022-08-09,47.56658
Montenegro,2022-08-10,47.57065
Montenegro,2022-08-11,47.57439
Montenegro,2022-08-12,47.579273
Montenegro,2022-08-13,47.588383
Montenegro,2022-08-14,47.59017
Montenegro,2022-08-15,47.5905
Montenegro,2022-08-17,47.595055
Montenegro,2022-08-18,47.59782
Montenegro,2022-08-19,47.60124
Montenegro,2022-08-20,47.61425
Montenegro,2022-08-26,47.6341
Montserrat,2021-02-08,0
Montserrat,2021-02-23,14.566577
Montserrat,2021-03-10,19.928507
Montserrat,2021-03-17,24.84361
Montserrat,2021-03-31,28.284182
Montserrat,2021-04-14,28.686327
Montserrat,2021-04-21,28.8874
Montserrat,2021-05-21,29.982126
Montserrat,2021-05-28,30.339588
Montserrat,2021-06-11,31.032171
Montserrat,2021-06-18,31.143879
Montserrat,2021-06-25,31.523682
Montserrat,2021-07-02,31.68007
Montserrat,2021-07-09,32.059875
Montserrat,2021-07-16,32.059875
Montserrat,2021-07-23,32.14924
Montserrat,2021-07-30,32.48436
Montserrat,2021-08-06,32.61841
Montserrat,2021-09-03,32.752457
Montserrat,2021-09-10,32.752457
Montserrat,2021-09-17,32.886505
Montserrat,2021-09-24,33.13226
Montserrat,2021-10-08,33.556747
Montserrat,2021-11-12,34.204647
Montserrat,2021-12-23,34.56211
Montserrat,2022-01-07,36.014297
Montserrat,2022-01-14,39.11975
Montserrat,2022-01-21,39.968723
Montserrat,2022-01-28,40.795353
Montserrat,2022-02-04,40.817696
Montserrat,2022-02-11,41.152817
Montserrat,2022-02-18,41.5773
Montserrat,2022-02-25,41.75603
Montserrat,2022-03-11,42.158176
Montserrat,2022-03-25,42.38159
Montserrat,2022-04-01,42.38159
Montserrat,2022-04-08,42.40393
Montserrat,2022-04-22,42.40393
Montserrat,2022-04-29,42.40393
Montserrat,2022-05-06,42.806076
Montserrat,2022-06-24,45.66577
Montserrat,2022-07-08,46.201965
Montserrat,2022-07-15,46.291332
Montserrat,2022-07-22,46.336014
Montserrat,2022-07-29,46.336014
Montserrat,2022-08-05,46.380695
Montserrat,2022-08-12,46.42538
Montserrat,2022-08-26,46.537086
Montserrat,2022-09-02,46.60411
Montserrat,2022-09-16,46.89455
Montserrat,2022-10-07,47.006256
Montserrat,2022-12-16,47.006256
Morocco,2021-02-19,6.3148723
Morocco,2021-02-20,6.5571313
Morocco,2021-02-22,6.8365407
Morocco,2021-02-23,7.061143
Morocco,2021-02-24,7.7999134
Morocco,2021-02-25,8.466536
Morocco,2021-02-26,8.914924
Morocco,2021-02-27,9.204615
Morocco,2021-03-01,9.560029
Morocco,2021-03-02,9.797909
Morocco,2021-03-03,10.03286
Morocco,2021-03-04,10.233572
Morocco,2021-03-05,10.387848
Morocco,2021-03-06,10.484095
Morocco,2021-03-08,10.613554
Morocco,2021-03-09,10.761284
Morocco,2021-03-10,10.929844
Morocco,2021-03-11,11.065387
Morocco,2021-03-12,11.168596
Morocco,2021-03-13,11.280137
Morocco,2021-03-15,11.31909
Morocco,2021-03-16,11.348759
Morocco,2021-03-17,11.3709
Morocco,2021-03-19,11.408838
Morocco,2021-03-20,11.423183
Morocco,2021-03-22,11.424772
Morocco,2021-03-23,11.425938
Morocco,2021-03-24,11.476472
Morocco,2021-03-25,11.4904585
Morocco,2021-03-26,11.501878
Morocco,2021-03-27,11.525021
Morocco,2021-03-29,11.526934
Morocco,2021-03-30,11.561504
Morocco,2021-03-31,11.573686
Morocco,2021-04-01,11.597514
Morocco,2021-04-02,11.602438
Morocco,2021-04-03,11.650425
Morocco,2021-04-05,11.658563
Morocco,2021-04-06,11.741298
Morocco,2021-04-07,11.813911
Morocco,2021-04-08,11.877979
Morocco,2021-04-09,11.918451
Morocco,2021-04-10,11.979487
Morocco,2021-04-11,12.019127
Morocco,2021-04-13,12.042831
Morocco,2021-04-14,12.133705
Morocco,2021-04-15,12.199608
Morocco,2021-04-16,12.279074
Morocco,2021-04-17,12.470193
Morocco,2021-04-19,12.516588
Morocco,2021-04-20,12.549354
Morocco,2021-04-21,12.585026
Morocco,2021-04-22,12.6112385
Morocco,2021-04-23,12.654039
Morocco,2021-04-26,12.674948
Morocco,2021-04-27,12.880855
Morocco,2021-04-28,13.354456
Morocco,2021-04-30,13.540767
Morocco,2021-05-01,13.542366
Morocco,2021-05-03,13.68137
Morocco,2021-05-04,14.01526
Morocco,2021-05-05,14.289365
Morocco,2021-05-07,14.545978
Morocco,2021-05-08,14.663663
Morocco,2021-05-10,15.341738
Morocco,2021-05-11,15.815002
Morocco,2021-05-12,16.058207
Morocco,2021-05-14,16.180712
Morocco,2021-05-15,16.532524
Morocco,2021-05-17,17.302727
Morocco,2021-05-18,18.131073
Morocco,2021-05-19,18.831656
Morocco,2021-05-20,19.468557
Morocco,2021-05-21,20.00443
Morocco,2021-05-22,20.455034
Morocco,2021-05-24,20.98263
Morocco,2021-05-25,21.883654
Morocco,2021-05-31,23.239077
Morocco,2021-06-01,23.501743
Morocco,2021-06-02,23.760265
Morocco,2021-06-03,24.304289
Morocco,2021-06-05,24.401474
Morocco,2021-06-07,24.68913
Morocco,2021-06-08,25.024725
Morocco,2021-06-09,25.060717
Morocco,2021-06-10,25.07166
Morocco,2021-06-11,25.07965
Morocco,2021-06-12,25.082918
Morocco,2021-06-14,25.089136
Morocco,2021-06-15,25.095846
Morocco,2021-06-16,25.099712
Morocco,2021-06-17,25.10697
Morocco,2021-06-18,25.113699
Morocco,2021-06-19,25.115118
Morocco,2021-06-21,25.702114
Morocco,2021-06-23,25.945461
Morocco,2021-06-24,26.137009
Morocco,2021-06-25,26.282368
Morocco,2021-06-26,26.312191
Morocco,2021-06-28,26.54468
Morocco,2021-06-30,26.771826
Morocco,2021-07-01,26.865902
Morocco,2021-07-02,26.949339
Morocco,2021-07-03,26.960981
Morocco,2021-07-04,26.969793
Morocco,2021-07-05,27.108614
Morocco,2021-07-06,27.218393
Morocco,2021-07-07,27.50315
Morocco,2021-07-08,27.64014
Morocco,2021-07-09,27.72601
Morocco,2021-07-10,27.744719
Morocco,2021-07-11,27.748396
Morocco,2021-07-12,28.2681
Morocco,2021-07-13,28.70029
Morocco,2021-07-14,29.07728
Morocco,2021-07-15,29.965818
Morocco,2021-07-17,30.040506
Morocco,2021-07-18,30.056133
Morocco,2021-07-19,30.957027
Morocco,2021-07-22,31.341616
Morocco,2021-07-24,31.418333
Morocco,2021-07-25,31.472572
Morocco,2021-07-26,32.310368
Morocco,2021-07-27,33.540066
Morocco,2021-07-28,34.749
Morocco,2021-07-29,35.866756
Morocco,2021-07-30,36.265285
Morocco,2021-07-31,36.515793
Morocco,2021-08-01,36.62766
Morocco,2021-08-02,37.433697
Morocco,2021-08-03,39.062733
Morocco,2021-08-05,39.671803
Morocco,2021-08-06,40.134224
Morocco,2021-08-07,40.284157
Morocco,2021-08-08,40.35909
Morocco,2021-08-09,41.10033
Morocco,2021-08-10,41.317505
Morocco,2021-08-11,42.10427
Morocco,2021-08-12,42.95576
Morocco,2021-08-13,43.37722
Morocco,2021-08-14,43.50605
Morocco,2021-08-15,43.564648
Morocco,2021-08-16,44.184864
Morocco,2021-08-17,44.846752
Morocco,2021-08-18,45.438248
Morocco,2021-08-19,45.959923
Morocco,2021-08-20,46.13168
Morocco,2021-08-21,46.24235
Morocco,2021-08-22,46.312576
Morocco,2021-08-23,46.85099
Morocco,2021-08-24,47.39851
Morocco,2021-08-27,48.6554
Morocco,2021-08-28,48.76779
Morocco,2021-08-29,49.23528
Morocco,2021-08-31,50.098103
Morocco,2021-09-01,50.564182
Morocco,2021-09-03,51.008644
Morocco,2021-09-04,51.19577
Morocco,2021-09-05,51.264313
Morocco,2021-09-06,52.31738
Morocco,2021-09-08,52.560844
Morocco,2021-09-09,52.896378
Morocco,2021-09-10,53.269455
Morocco,2021-09-14,54.549297
Morocco,2021-09-19,56.273556
Morocco,2021-09-22,57.811066
Morocco,2021-09-25,58.710003
Morocco,2021-09-28,59.76479
Morocco,2021-10-02,60.93929
Morocco,2021-10-09,61.678097
Morocco,2021-10-13,61.987724
Morocco,2021-10-17,62.24818
Morocco,2021-10-19,62.507828
Morocco,2021-10-24,63.388447
Morocco,2021-10-26,64.43756
Morocco,2021-10-31,64.82351
Morocco,2021-11-02,64.98775
Morocco,2021-11-06,65.127686
Morocco,2021-11-14,65.52134
Morocco,2021-11-17,65.571526
Morocco,2021-11-21,65.590706
Morocco,2021-11-24,65.62836
Morocco,2021-11-28,65.653694
Morocco,2021-11-29,65.67835
Morocco,2021-12-04,65.71113
Morocco,2021-12-08,65.75996
Morocco,2021-12-12,65.79785
Morocco,2021-12-14,65.828995
Morocco,2021-12-19,65.87919
Morocco,2021-12-22,65.92959
Morocco,2021-12-27,65.98121
Morocco,2022-01-02,66.05751
Morocco,2022-01-04,66.08988
Morocco,2022-01-10,66.15488
Morocco,2022-01-12,66.1716
Morocco,2022-01-16,66.1969
Morocco,2022-01-18,66.22265
Morocco,2022-01-22,66.258385
Morocco,2022-01-25,66.27928
Morocco,2022-01-26,66.288536
Morocco,2022-01-30,66.308815
Morocco,2022-02-01,66.330124
Morocco,2022-02-06,66.36746
Morocco,2022-02-13,66.43631
Morocco,2022-02-19,66.49989
Morocco,2022-02-27,66.55089
Morocco,2022-03-06,66.581
Morocco,2022-03-16,66.62428
Morocco,2022-03-23,66.64516
Morocco,2022-04-03,66.67088
Morocco,2022-04-14,66.68871
Morocco,2022-04-18,66.69397
Morocco,2022-04-27,66.70916
Morocco,2022-05-05,66.7174
Morocco,2022-05-08,66.72374
Morocco,2022-05-10,66.727356
Morocco,2022-05-15,66.741425
Morocco,2022-05-23,66.7609
Morocco,2022-06-01,66.78449
Morocco,2022-06-05,66.78449
Morocco,2022-06-15,66.81607
Morocco,2022-06-21,66.82826
Morocco,2022-06-30,66.84843
Morocco,2022-07-10,66.864746
Morocco,2022-07-18,66.87217
Morocco,2022-07-27,66.90332
Morocco,2022-08-07,66.91494
Morocco,2022-08-09,66.92321
Morocco,2022-08-22,66.93492
Morocco,2022-08-30,66.94788
Morocco,2022-09-04,66.951515
Morocco,2022-09-11,66.96041
Morocco,2022-09-18,66.96864
Morocco,2022-09-26,66.978165
Morocco,2022-09-28,66.98057
Morocco,2022-10-04,66.98474
Morocco,2022-10-11,66.98891
Morocco,2022-10-16,66.99132
Morocco,2022-10-24,66.994446
Morocco,2022-11-01,66.99781
Morocco,2022-11-02,66.9983
Morocco,2022-11-08,67.00072
Morocco,2022-11-15,67.00414
Morocco,2022-11-20,67.005135
Morocco,2022-11-28,67.00744
Morocco,2022-12-05,67.00889
Morocco,2022-12-11,67.0099
Morocco,2022-12-12,67.010124
Morocco,2022-12-22,67.012764
Morocco,2023-01-06,67.01512
Morocco,2023-01-16,67.01681
Morocco,2023-01-22,67.0179
Morocco,2023-01-29,67.01889
Morocco,2023-02-13,67.02092
Morocco,2023-02-14,67.02148
Morocco,2023-02-19,67.021866
Morocco,2023-02-21,67.022125
Morocco,2023-02-23,67.02223
Morocco,2023-02-26,67.02254
Morocco,2023-02-28,67.02283
Morocco,2023-03-05,67.023224
Morocco,2023-03-14,67.023605
Morocco,2023-03-19,67.024155
Morocco,2023-03-26,67.024536
Morocco,2023-04-02,67.02472
Morocco,2023-04-04,67.02497
Morocco,2023-04-11,67.02511
Morocco,2023-04-18,67.025314
Morocco,2023-04-25,67.0255
Morocco,2023-05-03,67.02576
Morocco,2023-05-14,67.02596
Mozambique,2021-03-07,0
Mozambique,2021-03-13,0.1422056
Mozambique,2021-03-23,0.17547949
Mozambique,2021-05-12,0.9094219
Mozambique,2021-05-18,0.97545826
Mozambique,2021-05-31,0.9784072
Mozambique,2021-06-10,0.98029965
Mozambique,2021-06-24,1.0463759
Mozambique,2021-07-05,1.0857711
Mozambique,2021-07-19,1.1393994
Mozambique,2021-07-24,1.1393994
Mozambique,2021-07-26,1.1393994
Mozambique,2021-08-03,1.2072241
Mozambique,2021-08-09,2.7799864
Mozambique,2021-08-16,2.8055098
Mozambique,2021-08-25,5.03279
Mozambique,2021-09-08,5.03279
Mozambique,2021-09-14,5.8296056
Mozambique,2021-10-08,5.8296056
Mozambique,2021-10-15,6.0433135
Mozambique,2021-10-21,6.0433135
Mozambique,2021-10-28,8.373628
Mozambique,2021-10-31,11.230534
Mozambique,2021-11-04,12.736861
Mozambique,2021-11-10,14.878718
Mozambique,2021-11-18,18.12602
Mozambique,2021-11-24,19.160872
Mozambique,2021-11-29,19.666122
Mozambique,2021-12-02,20.127106
Mozambique,2021-12-03,20.472353
Mozambique,2021-12-09,20.828344
Mozambique,2021-12-13,21.759731
Mozambique,2021-12-15,22.175232
Mozambique,2021-12-20,24.024334
Mozambique,2021-12-26,25.980368
Mozambique,2021-12-30,26.438944
Mozambique,2022-01-06,27.533543
Mozambique,2022-01-10,29.530613
Mozambique,2022-01-19,32.067204
Mozambique,2022-01-28,32.946815
Mozambique,2022-02-15,36.30988
Mozambique,2022-02-21,37.343803
Mozambique,2022-03-05,39.695385
Mozambique,2022-03-10,40.579266
Mozambique,2022-08-14,41.09808
Mozambique,2022-08-21,41.14147
Mozambique,2022-08-28,41.17309
Mozambique,2022-09-04,41.205917
Mozambique,2022-09-11,41.21672
Mozambique,2022-09-18,41.233555
Mozambique,2022-10-09,41.432224
Mozambique,2022-10-16,56.777203
Mozambique,2022-10-23,56.851753
Mozambique,2022-12-18,56.89967
Mozambique,2023-01-08,57.079468
Mozambique,2023-01-29,57.083992
Mozambique,2023-04-02,57.10294
Mozambique,2023-04-09,57.103603
Mozambique,2023-04-23,61.058323
Mozambique,2023-06-18,70.03147
Mozambique,2023-07-02,70.03147
Myanmar,2021-01-26,0
Myanmar,2021-01-27,0.0070688743
Myanmar,2021-02-05,0.7068874
Myanmar,2021-03-31,1.8602301
Myanmar,2021-04-23,2.7903452
Myanmar,2021-05-04,3.1429536
Myanmar,2021-05-13,3.296657
Myanmar,2021-06-05,3.4242334
Myanmar,2021-08-21,8.29078
Myanmar,2021-09-11,9.1981945
Myanmar,2021-09-20,10.287751
Myanmar,2021-09-25,13.404656
Myanmar,2021-10-02,15.608719
Myanmar,2021-10-17,20.877893
Myanmar,2021-10-23,23.043736
Myanmar,2021-10-31,24.63874
Myanmar,2021-11-06,25.86798
Myanmar,2021-11-13,27.33163
Myanmar,2021-11-20,28.630566
Myanmar,2021-11-27,30.66648
Myanmar,2021-11-30,31.343338
Myanmar,2021-12-11,35.026756
Myanmar,2022-01-01,38.72337
Myanmar,2022-01-09,39.096504
Myanmar,2022-01-16,39.737835
Myanmar,2022-01-22,40.45427
Myanmar,2022-01-29,41.122974
Myanmar,2022-02-05,41.64925
Myanmar,2022-02-12,42.43228
Myanmar,2022-02-19,43.408092
Myanmar,2022-02-22,43.60407
Myanmar,2022-02-26,43.876915
Myanmar,2022-03-01,43.998966
Myanmar,2022-03-05,44.764736
Myanmar,2022-03-08,45.244793
Myanmar,2022-03-12,46.170242
Myanmar,2022-03-15,46.87002
Myanmar,2022-03-19,47.7227
Myanmar,2022-03-22,48.367287
Myanmar,2022-03-26,49.247173
Myanmar,2022-04-02,50.283813
Myanmar,2022-04-05,51.01741
Myanmar,2022-04-09,52.32622
Myanmar,2022-04-12,53.05925
Myanmar,2022-04-19,53.898796
Myanmar,2022-04-23,55.077763
Myanmar,2022-04-26,56.07272
Myanmar,2022-04-30,56.99284
Myanmar,2022-05-03,57.262424
Myanmar,2022-05-07,57.5392
Myanmar,2022-05-09,57.65667
Myanmar,2022-05-24,58.309895
Myanmar,2022-06-08,61.396416
Myanmar,2022-06-18,64.69381
Myanmar,2023-05-02,75.069466
Myanmar,2023-08-21,77.29614
Namibia,2021-03-18,0
Namibia,2021-03-25,0.0052601197
Namibia,2021-03-31,0.051943682
Namibia,2021-04-01,0.0640558
Namibia,2021-04-03,0.07246507
Namibia,2021-04-08,0.08741488
Namibia,2021-04-11,0.08990652
Namibia,2021-04-12,0.0994924
Namibia,2021-04-13,0.108040094
Namibia,2021-04-14,0.11357706
Namibia,2021-04-15,0.12413191
Namibia,2021-04-16,0.13818197
Namibia,2021-04-17,0.15548499
Namibia,2021-04-18,0.15987995
Namibia,2021-04-19,0.15987995
Namibia,2021-04-20,0.1915791
Namibia,2021-04-21,0.2075671
Namibia,2021-04-22,0.24639508
Namibia,2021-04-23,0.32737324
Namibia,2021-04-24,0.40461394
Namibia,2021-04-25,0.41426903
Namibia,2021-04-28,0.6518742
Namibia,2021-04-30,0.70302194
Namibia,2021-05-01,0.8106468
Namibia,2021-05-05,0.9567881
Namibia,2021-05-06,1.1315486
Namibia,2021-05-07,1.1885794
Namibia,2021-05-08,1.3004262
Namibia,2021-05-09,1.3087662
Namibia,2021-05-10,1.3613675
Namibia,2021-05-11,1.4564995
Namibia,2021-05-12,1.5427032
Namibia,2021-05-13,1.5573761
Namibia,2021-05-14,1.6483555
Namibia,2021-05-15,1.7379851
Namibia,2021-05-16,1.7420341
Namibia,2021-05-17,1.7574338
Namibia,2021-05-18,1.854123
Namibia,2021-05-19,1.9642049
Namibia,2021-05-21,2.1043594
Namibia,2021-05-22,2.1139452
Namibia,2021-05-23,2.1450908
Namibia,2021-05-25,2.1908746
Namibia,2021-05-26,2.2506738
Namibia,2021-05-27,2.295904
Namibia,2021-05-29,2.3391268
Namibia,2021-05-30,2.3430374
Namibia,2021-05-31,2.348505
Namibia,2021-06-01,2.39287
Namibia,2021-06-02,2.4426682
Namibia,2021-06-03,2.5044746
Namibia,2021-06-04,2.5646546
Namibia,2021-06-05,2.6288142
Namibia,2021-06-06,2.6292639
Namibia,2021-06-07,2.638746
Namibia,2021-06-08,2.7130105
Namibia,2021-06-09,2.7751632
Namibia,2021-06-10,2.8669384
Namibia,2021-06-11,2.960167
Namibia,2021-06-12,2.9902744
Namibia,2021-06-13,3.0405915
Namibia,2021-06-14,3.067792
Namibia,2021-06-15,3.1767318
Namibia,2021-06-16,3.3040473
Namibia,2021-06-17,3.4137485
Namibia,2021-06-18,3.5274987
Namibia,2021-06-19,3.602594
Namibia,2021-06-20,3.605916
Namibia,2021-06-21,3.6173706
Namibia,2021-06-22,3.7239919
Namibia,2021-06-23,3.8273256
Namibia,2021-06-24,3.9026282
Namibia,2021-06-25,4.012468
Namibia,2021-06-26,4.070779
Namibia,2021-06-27,4.072025
Namibia,2021-06-29,4.1378803
Namibia,2021-06-30,4.19062
Namibia,2021-07-01,4.235123
Namibia,2021-07-02,4.2717366
Namibia,2021-07-03,4.2964797
Namibia,2021-07-04,4.297795
Namibia,2021-07-05,4.3114295
Namibia,2021-07-06,4.3593245
Namibia,2021-07-07,4.4025817
Namibia,2021-07-08,4.439887
Namibia,2021-07-09,4.5004478
Namibia,2021-07-10,4.5340505
Namibia,2021-07-11,4.5379605
Namibia,2021-07-12,4.556821
Namibia,2021-07-13,4.59513
Namibia,2021-07-14,4.6324697
Namibia,2021-07-15,4.66673
Namibia,2021-07-16,4.696041
Namibia,2021-07-17,4.7129636
Namibia,2021-07-18,4.7131367
Namibia,2021-07-19,4.727152
Namibia,2021-07-20,4.793665
Namibia,2021-07-21,4.8777227
Namibia,2021-07-22,4.997702
Namibia,2021-07-23,5.1030083
Namibia,2021-07-24,5.1763387
Namibia,2021-07-25,5.194576
Namibia,2021-07-26,5.233854
Namibia,2021-07-27,5.341444
Namibia,2021-07-28,5.431143
Namibia,2021-07-29,5.5328503
Namibia,2021-07-30,5.626806
Namibia,2021-07-31,5.6830406
Namibia,2021-08-01,5.6997204
Namibia,2021-08-02,5.7247753
Namibia,2021-08-03,5.816447
Namibia,2021-08-04,5.8757615
Namibia,2021-08-05,5.934903
Namibia,2021-08-06,6.0016584
Namibia,2021-08-07,6.05246
Namibia,2021-08-08,6.058724
Namibia,2021-08-10,6.1415358
Namibia,2021-08-11,6.2056956
Namibia,2021-08-12,6.2756
Namibia,2021-08-13,6.3603153
Namibia,2021-08-14,6.4126396
Namibia,2021-08-15,6.4323306
Namibia,2021-08-16,6.5022
Namibia,2021-08-19,6.585739
Namibia,2021-08-25,7.0645485
Namibia,2021-09-01,7.3862467
Namibia,2021-09-09,7.7196064
Namibia,2021-09-15,8.030369
Namibia,2021-09-22,8.59161
Namibia,2021-09-30,9.041489
Namibia,2021-10-07,9.566185
Namibia,2021-10-14,9.897088
Namibia,2021-10-21,10.46833
Namibia,2021-10-28,11.108024
Namibia,2021-11-04,11.541326
Namibia,2021-11-10,11.755503
Namibia,2021-11-18,11.989405
Namibia,2022-01-02,14.0242405
Namibia,2022-01-21,14.439029
Namibia,2022-01-26,14.465468
Namibia,2022-02-11,14.871674
Namibia,2022-02-15,15.030446
Namibia,2022-02-25,15.249537
Namibia,2022-03-10,15.383393
Namibia,2022-03-18,15.53874
Namibia,2022-03-25,15.60155
Namibia,2022-03-31,15.683151
Namibia,2022-04-26,15.695229
Namibia,2022-05-08,16.578999
Namibia,2022-05-15,16.578999
Namibia,2022-05-22,16.578999
Namibia,2022-06-05,17.18104
Namibia,2022-07-10,17.782528
Namibia,2022-07-24,18.525831
Namibia,2022-07-31,19.253942
Namibia,2022-08-14,19.522589
Namibia,2022-08-21,19.967104
Namibia,2022-09-04,20.30171
Namibia,2022-09-11,20.323477
Namibia,2022-09-18,20.332579
Namibia,2022-10-02,20.511284
Namibia,2022-10-09,20.542048
Namibia,2022-10-16,20.567173
Namibia,2022-10-23,20.590359
Namibia,2022-10-30,20.639015
Namibia,2022-11-06,20.646801
Namibia,2022-11-13,20.652754
Namibia,2022-11-20,20.7021
Namibia,2022-11-27,20.73508
Namibia,2022-12-11,20.858936
Namibia,2023-01-08,20.929705
Namibia,2023-01-29,21.002378
Namibia,2023-02-19,21.087854
Namibia,2023-02-26,21.099136
Namibia,2023-03-05,21.110418
Namibia,2023-03-12,21.142048
Namibia,2023-03-19,21.191189
Namibia,2023-03-26,21.233582
Namibia,2023-04-02,21.255175
Namibia,2023-04-23,21.297083
Namibia,2023-04-30,21.307188
Namibia,2023-05-07,21.327293
Namibia,2023-05-14,21.328194
Namibia,2023-06-18,21.397406
Namibia,2023-07-16,21.619127
Namibia,2023-07-30,21.701696
Namibia,2023-09-10,21.783575
Namibia,2023-10-22,21.79074
Namibia,2023-11-12,21.793749
Nauru,2021-04-08,0
Nauru,2021-04-09,1.4211996
Nauru,2021-04-20,5.9216647
Nauru,2021-05-18,62.53278
Nauru,2021-06-08,62.921917
Nauru,2021-06-21,63.327976
Nauru,2021-06-29,63.43795
Nauru,2021-07-13,63.46333
Nauru,2021-07-20,63.691734
Nauru,2021-07-27,63.725574
Nauru,2021-08-31,64.393875
Nauru,2022-01-18,65.679726
Nauru,2022-03-21,77.40462
Nauru,2022-04-11,80.060905
Nauru,2022-07-04,85.8303
Nauru,2022-07-11,88.765755
Nauru,2022-10-17,97.470604
Nauru,2023-02-20,110.87048
Nepal,2021-02-01,0.38086268
Nepal,2021-02-04,0.5333491
Nepal,2021-02-20,1.3537208
Nepal,2021-03-19,5.3844075
Nepal,2021-04-05,5.720933
Nepal,2021-04-07,6.078444
Nepal,2021-04-08,6.09669
Nepal,2021-04-09,6.176127
Nepal,2021-04-10,6.195851
Nepal,2021-04-11,6.227639
Nepal,2021-04-13,6.3043904
Nepal,2021-04-15,6.3460455
Nepal,2021-04-16,6.3959455
Nepal,2021-04-17,6.4283395
Nepal,2021-04-18,6.4771156
Nepal,2021-04-19,6.5241485
Nepal,2021-04-20,6.6026025
Nepal,2021-04-21,6.617793
Nepal,2021-04-22,6.657278
Nepal,2021-04-23,6.694326
Nepal,2021-04-25,6.7521677
Nepal,2021-04-26,6.7950444
Nepal,2021-04-27,6.903618
Nepal,2021-04-28,7.038467
Nepal,2021-05-07,7.038467
Nepal,2021-05-18,7.111052
Nepal,2021-05-20,7.111052
Nepal,2021-05-21,7.111052
Nepal,2021-05-22,7.111052
Nepal,2021-05-23,7.111052
Nepal,2021-05-24,7.111052
Nepal,2021-05-25,7.111052
Nepal,2021-05-26,7.111052
Nepal,2021-05-27,7.111052
Nepal,2021-05-28,7.111052
Nepal,2021-05-29,7.111052
Nepal,2021-05-30,7.111052
Nepal,2021-06-06,7.111052
Nepal,2021-06-09,7.3019967
Nepal,2021-06-10,7.5537143
Nepal,2021-06-12,8.0197315
Nepal,2021-06-15,8.204918
Nepal,2021-06-16,8.285005
Nepal,2021-06-19,8.413796
Nepal,2021-06-26,8.69035
Nepal,2021-06-27,8.695111
Nepal,2021-06-28,8.708852
Nepal,2021-06-29,8.7481575
Nepal,2021-06-30,8.75409
Nepal,2021-07-01,8.766037
Nepal,2021-07-03,8.766037
Nepal,2021-07-04,8.76987
Nepal,2021-07-05,8.789395
Nepal,2021-07-07,8.789395
Nepal,2021-07-09,8.789395
Nepal,2021-07-11,8.789395
Nepal,2021-07-12,8.789395
Nepal,2021-07-13,8.789395
Nepal,2021-07-14,8.821934
Nepal,2021-07-16,9.307315
Nepal,2021-07-17,9.802482
Nepal,2021-07-18,10.093119
Nepal,2021-07-20,10.603769
Nepal,2021-07-22,11.134719
Nepal,2021-07-23,11.2734375
Nepal,2021-07-24,11.3652315
Nepal,2021-07-25,11.384784
Nepal,2021-07-26,11.45921
Nepal,2021-07-27,11.651655
Nepal,2021-07-28,11.926607
Nepal,2021-07-29,12.2856455
Nepal,2021-07-31,13.248078
